milliseconds,paper,gear,position
2751,1,1,0
2761,1,1,0
2771,1,1,0
2781,1,1,0
2791,1,1,0
2801,1,1,0
2811,1,1,0
2821,1,1,0
2831,1,1,0
2841,1,1,0
2851,1,1,0
2861,1,1,0
2871,1,1,0
2881,1,1,0
2891,1,1,0
2902,1,1,0
2911,1,1,0
2921,1,1,0
2931,1,1,0
2941,1,1,0
2951,1,1,0
2961,1,1,0
2971,1,1,0
2981,1,1,0
2991,1,1,0
3001,1,1,0
3011,1,1,0
3021,1,1,0
3031,1,1,0
3041,1,1,0
3051,1,1,0
3061,1,1,0
3072,1,1,0
3081,1,1,0
3091,1,1,0
3101,1,1,0
3111,1,1,0
3121,1,1,0
3131,1,1,0
3141,1,1,0
3151,1,1,0
3161,1,1,0
3171,1,1,0
3181,1,1,0
3191,1,1,0
3201,1,1,0
3211,1,1,0
3221,1,1,0
3231,1,1,0
3241,1,1,0
3251,1,1,0
3261,1,1,0
3271,1,1,0
3281,1,1,0
3291,1,1,0
3301,1,1,0
3311,1,1,0
3321,1,1,0
3331,1,1,0
3341,1,1,0
3351,1,1,0
3361,1,1,0
3371,1,1,0
3381,1,1,0
3391,1,1,0
3401,1,1,0
3411,1,1,0
3421,1,1,0
3431,1,1,0
3441,1,1,0
3451,1,1,0
3461,1,1,0
3471,1,1,0
3481,1,1,0
3491,1,1,0
3501,1,1,0
3511,1,1,0
3521,1,1,0
3531,1,1,0
3542,1,1,0
3551,1,1,0
3561,1,1,0
3571,1,1,0
3581,1,1,0
3591,1,1,0
3601,1,1,0
3611,1,1,0
3621,1,1,0
3631,1,1,0
3641,1,1,0
3651,1,1,0
3661,1,1,0
3671,1,1,0
3681,1,1,0
3691,1,1,0
3701,1,1,0
3712,1,1,0
3721,1,1,0
3731,1,1,0
3741,1,1,0
3751,1,1,0
3761,1,1,0
3771,1,1,0
3781,1,1,0
3791,1,1,0
3801,1,1,0
3811,1,1,0
3821,1,1,0
3831,1,1,0
3841,1,1,0
3851,1,1,0
3861,1,1,0
3871,1,1,0
3881,1,1,0
3891,1,1,0
3901,1,1,0
3911,1,1,0
3921,1,1,0
3931,1,1,0
3941,1,1,0
3951,1,1,0
3961,1,1,0
3971,1,1,0
3981,1,1,0
3991,1,1,0
4001,1,1,0
4011,1,1,0
4021,1,1,0
4031,1,1,0
4041,1,1,0
4051,1,1,0
4061,1,1,0
4071,1,1,0
4081,1,1,0
4091,1,1,0
4101,1,1,0
4111,1,1,0
4121,1,1,0
4131,1,1,0
4141,1,1,0
4151,1,1,0
4161,1,1,0
4171,1,1,0
4182,1,1,0
4191,1,1,0
4201,1,1,0
4211,1,1,0
4221,1,1,0
4231,1,1,0
4241,1,1,0
4251,1,1,0
4261,1,1,0
4271,1,1,0
4281,1,1,0
4291,1,1,0
4301,1,1,0
4311,1,1,0
4321,1,1,0
4331,1,1,0
4341,1,1,0
4352,1,1,0
4361,1,1,0
4371,1,1,0
4381,1,1,0
4391,1,1,0
4401,1,1,0
4411,1,1,0
4421,1,1,0
4431,1,1,0
4441,1,1,0
4451,1,1,0
4461,1,1,0
4471,1,1,0
4481,1,1,0
4491,1,1,0
4501,1,1,0
4511,1,1,0
4521,1,1,0
4531,1,1,0
4541,1,1,0
4551,1,1,0
4561,1,1,0
4571,1,1,0
4581,1,1,0
4591,1,1,0
4601,1,1,0
4611,1,1,0
4621,1,1,0
4631,1,1,0
4641,1,1,0
4651,1,1,0
4661,1,1,0
4671,1,1,0
4681,1,1,0
4691,1,1,0
4701,1,1,0
4711,1,1,0
4721,1,1,0
4731,1,1,0
4741,1,1,0
4751,1,1,0
4761,1,1,0
4771,1,1,0
4781,1,1,0
4791,1,1,0
4801,1,1,0
4811,1,1,0
4822,1,1,0
4831,1,1,0
4841,1,1,0
4851,1,1,0
4861,1,1,0
4871,1,1,0
4881,1,1,0
4891,1,1,0
4901,1,1,0
4911,1,1,0
4921,1,1,0
4931,1,1,0
4941,1,1,0
4951,1,1,0
4961,1,1,0
4971,1,1,0
4981,1,1,0
4992,1,1,0
5001,1,1,0
5011,1,1,0
5021,1,1,0
5031,1,1,0
5041,1,1,0
5051,1,1,0
5061,1,1,0
5071,1,1,0
5081,1,1,0
5091,1,1,0
5101,1,1,0
5111,1,1,0
5121,1,1,0
5131,1,1,0
5141,1,1,0
5151,1,1,0
5161,1,1,0
5171,1,1,0
5181,1,1,0
5191,1,1,0
5201,1,1,0
5211,1,1,0
5221,1,1,0
5231,1,1,0
5241,1,1,0
5251,1,1,0
5261,1,1,0
5271,1,1,0
5281,1,1,0
5291,1,1,0
5301,1,1,0
5311,1,1,0
5321,1,1,0
5331,1,1,0
5341,1,1,0
5351,1,1,0
5361,1,1,0
5371,1,1,0
5381,1,1,0
5391,1,1,0
5401,1,1,0
5411,1,1,0
5421,1,1,0
5431,1,1,0
5441,1,1,0
5451,1,1,0
5462,1,1,0
5471,1,1,0
5481,1,1,0
5491,1,1,0
5501,1,1,0
5511,1,1,0
5521,1,1,0
5531,1,1,0
5541,1,1,0
5551,1,1,0
5561,1,1,0
5571,1,1,0
5581,1,1,0
5591,1,1,0
5601,1,1,0
5611,1,1,0
5621,1,1,0
5632,1,1,0
5641,1,1,0
5651,1,1,0
5661,1,1,0
5671,1,1,0
5681,1,1,0
5691,1,1,0
5701,1,1,0
5711,1,1,0
5721,1,1,0
5731,1,1,0
5741,1,1,0
5751,1,1,0
5761,1,1,0
5771,1,1,0
5781,1,1,0
5791,1,1,0
5801,1,1,0
5811,1,1,0
5821,1,1,0
5831,1,1,0
5841,1,1,0
5851,1,1,0
5861,1,1,0
5871,1,1,0
5881,1,1,0
5891,1,1,0
5901,1,1,0
5911,1,1,0
5921,1,1,0
5931,1,1,0
5941,1,1,0
5951,1,1,0
5961,1,1,0
5971,1,1,0
5981,1,1,0
5991,1,1,0
6001,1,1,0
6011,1,1,0
6021,1,1,0
6031,1,1,0
6041,1,1,0
6051,1,1,0
6061,1,1,0
6071,1,1,0
6081,1,1,0
6091,1,1,0
6102,1,1,0
6111,1,1,0
6121,1,1,61
6131,1,1,156
6141,1,1,293
6151,1,1,424
6161,1,1,570
6171,1,1,717
6181,1,1,865
6191,1,1,997
6201,1,1,1145
6211,1,1,1292
6221,1,1,1440
6231,1,1,1573
6241,1,1,1719
6251,1,1,1867
6261,1,1,2014
6272,1,1,2161
6281,1,1,2294
6291,1,1,2442
6301,1,1,2589
6311,1,1,2737
6321,1,1,2869
6331,1,1,3017
6341,1,1,3164
6351,1,1,3312
6361,1,1,3444
6371,1,1,3592
6381,1,1,3740
6391,1,1,3887
6401,1,1,4020
6411,1,1,4167
6421,1,1,4315
6431,1,1,4462
6441,1,1,4608
6451,1,1,4741
6461,1,1,4889
6471,1,1,5036
6481,1,1,5184
6491,1,1,5317
6501,1,1,5464
6511,1,1,5611
6521,1,1,5759
6531,1,1,5892
6541,1,1,6037
6551,1,1,6186
6561,1,1,6333
6571,1,1,6466
6581,1,1,6614
6591,1,1,6761
6601,1,1,6908
6611,1,1,7054
6621,1,1,7189
6631,1,1,7336
6641,1,1,7482
6651,1,1,7631
6661,1,1,7764
6671,1,1,7910
6681,1,1,8058
6691,1,1,8206
6701,1,1,8338
6711,1,1,8486
6721,1,1,8633
6731,1,1,8781
6742,1,1,8928
6751,1,1,9061
6761,1,1,9209
6771,1,1,9356
6781,1,1,9503
6791,1,1,9636
6801,1,1,9783
6811,1,1,9930
6821,1,1,10078
6831,1,1,10211
6841,1,1,10357
6851,1,1,10505
6861,1,1,10652
6871,1,1,10785
6881,1,1,10933
6891,1,1,11080
6901,1,1,11227
6912,1,1,11375
6921,1,1,11507
6931,1,1,11655
6941,1,1,11802
6951,1,1,11950
6961,1,1,12082
6971,1,1,12229
6981,1,1,12377
6991,1,1,12525
7001,1,1,12657
7011,1,1,12804
7021,1,1,12953
7031,1,1,13100
7041,1,1,13231
7051,1,1,13380
7061,1,1,13527
7071,1,1,13675
7081,1,1,13822
7091,1,1,13954
7101,1,1,14102
7111,1,1,14249
7121,1,1,14397
7131,1,1,14530
7141,1,1,14676
7151,1,1,14824
7161,1,1,14971
7171,1,1,15104
7181,1,1,15252
7191,1,1,15398
7201,1,1,15546
7211,1,1,15678
7221,1,1,15827
7231,1,1,15974
7241,1,1,16121
7251,1,1,16268
7261,1,1,16401
7271,1,1,16548
7281,1,1,16696
7291,1,1,16844
7301,1,1,16976
7311,1,1,17124
7321,1,1,17271
7331,1,1,17419
7341,1,1,17551
7351,1,1,17699
7361,1,1,17847
7371,1,1,17994
7382,1,1,18142
7391,1,1,18273
7401,1,1,18421
7411,1,1,18568
7421,1,1,18716
7431,1,1,18848
7441,1,1,18995
7451,1,1,19143
7461,1,1,19290
7471,1,1,19423
7481,1,1,19570
7491,1,1,19718
7501,1,1,19865
7511,1,1,19998
7521,1,1,20145
7531,1,1,20293
7541,1,1,20439
7552,1,1,20588
7561,1,1,20720
7571,1,1,20867
7581,1,1,21016
7591,1,1,21163
7601,1,1,21295
7611,1,1,21442
7621,1,1,21591
7631,1,1,21738
7641,1,1,21870
7651,1,1,22019
7661,1,1,22166
7671,1,1,22313
7681,1,1,22445
7691,1,1,22592
7701,1,1,22740
7711,1,1,22887
7721,1,1,23034
7731,1,1,23168
7741,1,1,23314
7751,1,1,23462
7761,1,1,23609
7771,1,1,23742
7781,1,1,23890
7791,1,1,24036
7801,1,1,24184
7811,1,1,24316
7821,1,1,24464
7831,1,1,24612
7841,1,1,24758
7851,1,1,24892
7861,1,1,25039
7871,1,1,25186
7881,1,1,25334
7891,1,1,25482
7901,1,1,25614
7911,1,1,25762
7921,1,1,25910
7931,1,1,26057
7941,1,1,26189
7951,1,1,26338
7961,1,1,26485
7971,1,1,26633
7981,1,1,26765
7991,1,1,26911
8001,1,1,27059
8011,1,1,27206
8022,1,1,27354
8031,1,1,27487
8041,1,1,27633
8051,1,1,27780
8061,1,1,27901
8071,1,1,27964
8081,1,1,27992
8091,1,1,28008
8101,1,1,28013
8111,1,1,28018
8121,1,1,28021
8131,1,1,28031
8141,1,1,28068
8151,1,1,28161
8161,1,1,28299
8171,1,1,28443
8181,1,1,28589
8192,1,1,28737
8201,1,1,28870
8211,1,1,29016
8221,1,1,29164
8231,1,1,29311
8241,1,1,29444
8251,1,1,29590
8261,1,1,29738
8271,1,1,29887
8281,1,1,30018
8291,1,1,30166
8301,1,1,30315
8311,1,1,30461
8321,1,1,30577
8331,1,1,30658
8341,1,1,30690
8351,1,1,30707
8361,1,1,30715
8371,1,1,30719
8381,1,1,30722
8391,1,1,30722
8401,1,1,30655
8411,1,1,30574
8421,1,1,30439
8431,1,1,30297
8441,1,1,30152
8451,1,1,30019
8461,1,1,29871
8471,1,1,29724
8481,1,1,29577
8491,1,1,29444
8501,1,1,29296
8511,1,1,29150
8521,1,1,29001
8531,1,1,28854
8541,1,1,28722
8551,1,1,28574
8561,1,1,28427
8571,1,1,28281
8581,1,1,28164
8591,1,1,28084
8601,1,1,28051
8611,1,1,28035
8621,1,1,28028
8631,1,1,28025
8641,1,1,28020
8651,1,1,28020
8662,1,1,28010
8671,1,1,27991
8681,1,1,27938
8691,1,1,27863
8701,1,1,27780
8711,1,1,27703
8721,1,1,27616
8731,1,1,27527
8741,1,1,27439
8751,1,1,27359
8761,1,1,27272
8771,1,1,27182
8781,1,1,27094
8791,1,1,27013
8801,1,1,26926
8811,1,1,26838
8821,1,1,26750
8832,1,1,26661
8841,1,1,26581
8851,1,1,26492
8861,1,1,26403
8871,1,1,26317
8881,1,1,26235
8891,1,1,26147
8901,1,1,26058
8911,1,1,25970
8921,1,1,25892
8931,1,1,25804
8941,1,1,25715
8951,1,1,25626
8961,1,1,25547
8971,1,1,25457
8981,1,1,25370
8991,1,1,25280
9001,1,1,25192
9011,1,1,25112
9021,1,1,25025
9031,1,1,24937
9041,1,1,24849
9051,1,1,24768
9061,1,1,24679
9071,1,1,24592
9081,1,1,24502
9091,1,1,24424
9101,1,1,24334
9111,1,1,24247
9121,1,1,24158
9131,1,1,24079
9141,1,1,23990
9151,1,1,23902
9161,1,1,23813
9171,1,1,23724
9181,1,1,23645
9191,1,1,23555
9201,1,1,23468
9211,1,1,23379
9221,1,1,23300
9231,1,1,23211
9241,1,1,23123
9251,1,1,23035
9261,1,1,22955
9271,1,1,22866
9281,1,1,22777
9291,1,1,22689
9302,1,1,22600
9311,1,1,22522
9321,1,1,22434
9331,1,1,22345
9341,1,1,22256
9351,1,1,22176
9361,1,1,22088
9371,1,1,21999
9381,1,1,21910
9391,1,1,21831
9401,1,1,21742
9411,1,1,21654
9421,1,1,21567
9431,1,1,21487
9441,1,1,21398
9451,1,1,21309
9461,1,1,21221
9472,1,1,21133
9481,1,1,21054
9491,1,1,20965
9501,1,1,20876
9511,1,1,20788
9521,1,1,20709
9531,1,1,20621
9541,1,1,20533
9551,1,1,20443
9561,1,1,20363
9571,1,1,20275
9581,1,1,20187
9591,1,1,20099
9601,1,1,20019
9611,1,1,19931
9621,1,1,19842
9631,1,1,19753
9641,1,1,19666
9651,1,1,19587
9661,1,1,19497
9671,1,1,19408
9681,1,1,19319
9691,1,1,19240
9701,1,1,19151
9711,1,1,19064
9721,1,1,18975
9731,1,1,18895
9741,1,1,18807
9751,1,1,18718
9761,1,1,18631
9771,1,1,18550
9781,1,1,18462
9791,1,1,18373
9801,1,1,18285
9811,1,1,18197
9821,1,1,18118
9831,1,1,18029
9841,1,1,17940
9851,1,1,17851
9861,1,1,17771
9871,1,1,17684
9881,1,1,17594
9891,1,1,17506
9901,1,1,17426
9911,1,1,17337
9921,1,1,17249
9931,1,1,17162
9942,1,1,17073
9951,1,1,16993
9961,1,1,16905
9971,1,1,16816
9981,1,1,16729
9991,1,1,16648
10001,1,1,16560
10011,1,1,16471
10021,1,1,16383
10031,1,1,16304
10041,1,1,16216
10051,1,1,16127
10061,1,1,16038
10071,1,1,15959
10081,1,1,15869
10091,1,1,15783
10101,1,1,15693
10112,1,1,15605
10121,1,1,15526
10131,1,1,15438
10141,1,1,15350
10151,1,1,15261
10161,1,1,15181
10171,1,1,15092
10181,1,1,15004
10191,1,1,14915
10201,1,1,14836
10211,1,1,14748
10221,1,1,14659
10231,1,1,14570
10241,1,1,14491
10251,1,1,14403
10261,1,1,14314
10271,1,1,14225
10281,1,1,14136
10291,1,1,14057
10301,1,1,13968
10311,1,1,13881
10321,1,1,13793
10331,1,1,13713
10341,1,1,13624
10351,1,1,13535
10361,1,1,13448
10371,1,1,13367
10381,1,1,13278
10391,1,1,13192
10401,1,1,13119
10411,1,1,13077
10421,1,1,13049
10431,1,1,13033
10441,1,1,13030
10451,1,1,13025
10461,1,1,13021
10471,1,1,13021
10481,1,1,13021
10491,1,1,13026
10501,1,1,13160
10511,1,1,13349
10521,1,1,13573
10531,1,1,13808
10541,1,1,14024
10551,1,1,14266
10561,1,1,14502
10571,1,1,14683
10582,1,1,14766
10591,1,1,14795
10601,1,1,14810
10611,1,1,14812
10621,1,1,14820
10631,1,1,14820
10641,1,1,14820
10651,1,1,14675
10661,1,1,14485
10671,1,1,14283
10681,1,1,14046
10691,1,1,13807
10701,1,1,13565
10711,1,1,13352
10721,1,1,13166
10731,1,1,13078
10741,1,1,13044
10752,1,1,13031
10761,1,1,13029
10771,1,1,13022
10781,1,1,13021
10791,1,1,13090
10801,1,1,13238
10811,1,1,13454
10821,1,1,13688
10831,1,1,13927
10841,1,1,14143
10851,1,1,14384
10861,1,1,14603
10871,1,1,14735
10881,1,1,14781
10891,1,1,14806
10901,1,1,14812
10911,1,1,14814
10921,1,1,14820
10931,1,1,14820
10941,1,1,14820
10951,1,1,14820
10961,1,1,14820
10971,1,1,14820
10981,1,1,14820
10991,1,1,14820
11001,1,1,14820
11011,1,1,14820
11021,1,1,14820
11031,1,1,14820
11041,1,1,14820
11051,1,1,14821
11061,1,1,14820
11071,1,1,14820
11081,1,1,14820
11091,1,1,14820
11101,1,1,14820
11111,1,1,14820
11121,1,1,14820
11131,1,1,14820
11141,1,1,14820
11151,1,1,14820
11161,1,1,14820
11171,1,1,14820
11181,1,1,14820
11191,1,1,14820
11201,1,1,14820
11211,1,1,14820
11222,1,1,14820
11231,1,1,14820
11241,1,1,14820
11251,1,1,14820
11261,1,1,14820
11271,1,1,14820
11281,1,1,14820
11291,1,1,14820
11301,1,1,14820
11311,1,1,14820
11321,1,1,14820
11331,1,1,14820
11341,1,1,14820
11351,1,1,14820
11361,1,1,14820
11371,1,1,14820
11381,1,1,14820
11392,1,1,14820
11401,1,1,14820
11411,1,1,14820
11421,1,1,14678
11431,1,1,14485
11441,1,1,14283
11451,1,1,14047
11461,1,1,13806
11471,1,1,13565
11481,1,1,13351
11491,1,1,13166
11501,1,1,13078
11511,1,1,13045
11521,1,1,13031
11531,1,1,13030
11541,1,1,13021
11551,1,1,13022
11561,1,1,13022
11571,1,1,13022
11581,1,1,13022
11591,1,1,13022
11601,1,1,13022
11611,1,1,13022
11621,1,1,13022
11631,1,1,13022
11641,1,1,13022
11651,1,1,13022
11661,1,1,13022
11671,1,1,13022
11681,1,1,13022
11691,1,1,13022
11701,1,1,13022
11711,1,1,13022
11721,1,1,13022
11731,1,1,13022
11741,1,1,13022
11751,1,1,13022
11761,1,1,13022
11771,1,1,13022
11781,1,1,13022
11791,1,1,13022
11801,1,1,13022
11811,1,1,13022
11821,1,1,13022
11831,1,1,13022
11841,1,1,13022
11851,1,1,13022
11862,1,1,13022
11871,1,1,13022
11881,1,1,13022
11891,1,1,13022
11901,1,1,13022
11911,1,1,13022
11921,1,1,13022
11931,1,1,13022
11941,1,1,13022
11951,1,1,13022
11961,1,1,13022
11971,1,1,13022
11981,1,1,13022
11991,1,1,13022
12001,1,1,13022
12011,1,1,13022
12021,1,1,13022
12032,1,1,13022
12041,1,1,13022
12051,1,1,13022
12061,1,1,13022
12071,1,1,13022
12081,1,1,13022
12091,1,1,13022
12101,1,1,13022
12111,1,1,13022
12121,1,1,13022
12131,1,1,13022
12141,1,1,13022
12151,1,1,13022
12161,1,1,13022
12171,1,1,13022
12181,1,1,13022
12191,1,1,13022
12201,1,1,13022
12211,1,1,13022
12221,1,1,13022
12231,1,1,13022
12241,1,1,13022
12251,1,1,13022
12261,1,1,13022
12271,1,1,13022
12281,1,1,13022
12291,1,1,13022
12301,1,1,13022
12311,1,1,13022
12321,1,1,13022
12331,1,1,13022
12341,1,1,13022
12351,1,1,13022
12361,1,1,13022
12371,1,1,13022
12381,1,1,13022
12391,1,1,13022
12401,1,1,13022
12411,1,1,13022
12421,1,1,13022
12431,1,1,13022
12441,1,1,13022
12451,1,1,13022
12461,1,1,13022
12471,1,1,13022
12481,1,1,13022
12491,1,1,13022
12502,1,1,13022
12511,1,1,13022
12521,1,1,13022
12531,1,1,13022
12541,1,1,13022
12551,1,1,13022
12561,1,1,13022
12571,1,1,13022
12581,1,1,13022
12591,1,1,13022
12601,1,1,13022
12611,1,1,13022
12621,1,1,13022
12631,1,1,13022
12641,1,1,13022
12651,1,1,13022
12661,1,1,13022
12672,1,1,13022
12681,1,1,13022
12691,1,1,13022
12701,1,1,13022
12711,1,1,13022
12721,1,1,13022
12731,1,1,13022
12741,1,1,13022
12751,1,1,13022
12761,1,1,13022
12771,1,1,13022
12781,1,1,13022
12791,1,1,13022
12801,1,1,13022
12811,1,1,13022
12821,1,1,13022
12831,1,1,13022
12841,1,1,13022
12851,1,1,13022
12861,1,1,13022
12871,1,1,13022
12881,1,1,13022
12891,1,1,13022
12901,1,1,13022
12911,1,1,13022
12921,1,1,13022
12931,1,1,13022
12941,1,1,13022
12951,1,1,13022
12961,1,1,13022
12971,1,1,13022
12981,1,1,13022
12991,1,1,13022
13001,1,1,13022
13011,1,1,13022
13021,1,1,13022
13031,1,1,13022
13041,1,1,13022
13051,1,1,13022
13061,1,1,13022
13071,1,1,13022
13081,1,1,13022
13091,1,1,13022
13101,1,1,13022
13111,1,1,13022
13121,1,1,13022
13131,1,1,13022
13142,1,1,13022
13151,1,1,13022
13161,1,1,13022
13171,1,1,13022
13181,1,1,13022
13191,1,1,13022
13201,1,1,13022
13211,1,1,13022
13221,1,1,13022
13231,1,1,13022
13241,1,1,13022
13251,1,1,13022
13261,1,1,13022
13271,1,1,13022
13281,1,1,13022
13291,1,1,13022
13301,1,1,13022
13312,1,1,13022
13321,1,1,13022
13331,1,1,13022
13341,1,1,13022
13351,1,1,13022
13361,1,1,13022
13371,1,1,13022
13381,1,1,13022
13391,1,1,13022
13401,1,1,13022
13411,1,1,13022
13421,1,1,13022
13431,1,1,13022
13441,1,1,13022
13451,1,1,13022
13461,1,1,13022
13471,1,1,13022
13481,1,1,13022
13491,1,1,13022
13501,1,1,13022
13511,1,1,13022
13521,1,1,13022
13531,1,1,13022
13541,1,1,13022
13551,1,1,13022
13561,1,1,13022
13571,1,1,13022
13581,1,1,13022
13591,1,1,13022
13601,1,1,13022
13611,1,1,13022
13621,1,1,13022
13631,1,1,13022
13641,1,1,13022
13651,1,1,13022
13661,1,1,13022
13671,1,1,13022
13681,1,1,13022
13691,1,1,13022
13701,1,1,13022
13711,1,1,13022
13721,1,1,13022
13731,1,1,13022
13741,1,1,13022
13751,1,1,13022
13761,1,1,13022
13771,1,1,13022
13782,1,1,13022
13791,1,1,13022
13801,1,1,13022
13811,1,1,13022
13821,1,1,13022
13831,1,1,13022
13841,1,1,13022
13851,1,1,13022
13861,1,1,13022
13871,1,1,13022
13881,1,1,13022
13891,1,1,13022
13901,1,1,13022
13911,1,1,13022
13921,1,1,13022
13931,1,1,13022
13941,1,1,13022
13952,1,1,13022
13961,1,1,13022
13971,1,1,13022
13981,1,1,13022
13991,1,1,13022
14001,1,1,13022
14011,1,1,13022
14021,1,1,13022
14031,1,1,13022
14041,1,1,13022
14051,1,1,13022
14061,1,1,13022
14071,1,1,13022
14081,1,1,13022
14091,1,1,13022
14101,1,1,13022
14111,1,1,13022
14121,1,1,13022
14131,1,1,13022
14141,1,1,13022
14151,1,1,13022
14161,1,1,13022
14171,1,1,13022
14181,1,1,13022
14191,1,1,13022
14201,1,1,13022
14211,1,1,13022
14221,1,1,13022
14231,1,1,13022
14241,1,1,13022
14251,1,1,13022
14261,1,1,13022
14271,1,1,13022
14281,1,1,13022
14291,1,1,13022
14301,1,1,13022
14311,1,1,13022
14321,1,1,13022
14331,1,1,13022
14341,1,1,13022
14351,1,1,13022
14361,1,1,13022
14371,1,1,13022
14381,1,1,13022
14391,1,1,13022
14401,1,1,13022
14411,1,1,13022
14422,1,1,13022
14431,1,1,13022
14441,1,1,13022
14451,1,1,13022
14461,1,1,13022
14471,1,1,13022
14481,1,1,13022
14491,1,1,13022
14501,1,1,13022
14511,1,1,13022
14521,1,1,13022
14531,1,1,13022
14541,1,1,13022
14551,1,1,13022
14561,1,1,13022
14571,1,1,13022
14581,1,1,13022
14592,1,1,13022
14601,1,1,13022
14611,1,1,13022
14621,1,1,13022
14631,1,1,13022
14641,1,1,13022
14651,1,1,13022
14661,1,1,13022
14671,1,1,13022
14681,1,1,13022
